x_id,estimated_dollar_loss,possible_cause_detail,tfs_alarm_time,possible_cause,month,day_of_week
2382402,2000,52 - Electrical Failure,2020-10-20T03:45:55,Mechanical/Electrical Failure,October,Tuesday
2382403,250,51 - Mechanical Failure,2020-10-20T12:12:01,Mechanical/Electrical Failure,October,Tuesday
2382404,80000,20 - Design/Construction/Installation/Maintenance Deficiency,2020-10-20T13:52:25,Design/Construction/Maintenance deficiency,October,Tuesday
2382407,5000,44 - Unattended,2020-10-19T11:54:21,Misuse of ignition source/material ignited,October,Monday
2382409,20000,52 - Electrical Failure,2021-11-27T02:34:31,Mechanical/Electrical Failure,November,Saturday
2382414,5000,44 - Unattended,2020-10-20T15:13:49,Misuse of ignition source/material ignited,October,Tuesday
2382415,0,50 - Other misuse of ignition source/material ignited,2020-10-20T16:06:42,Misuse of ignition source/material ignitedl,October,Tuesday
2382417,15000,12 - Vehicle Accident/Collision,2020-10-20T17:56:27,Unintentional,October,Tuesday
2382428,10000,52 - Electrical Failure,2021-10-29T17:55:48,Mechanical/Electrical Failure,October,Friday
2382433,0,01 - Suspected Arson,2021-01-11T05:12:32,Intentional,January,Monday
2382435,100000,44 - Unattended,2020-10-23T09:30:43,Misuse of ignition source/material ignited,October,Friday
2382436,25000,45 - Improperly Discarded,2020-10-23T13:53:10,Misuse of ignition source/material ignited,October,Friday
2382440,100,47 - Improper handling of ignition source or ignited material,2020-10-23T18:50:04,Misuse of ignition source/material ignited,October,Friday
2382443,15000,45 - Improperly Discarded,2020-10-24T18:50:38,Misuse of ignition source/material ignited,October,Saturday
2382444,1000,20 - Design/Construction/Installation/Maintenance Deficiency,2020-10-24T19:04:40,Design/Construction/Maintenance deficiency,October,Saturday
2382445,0,03 - Suspected Vandalism,2020-10-24T21:46:21,Intentional,October,Saturday
2382446,300,47 - Improper handling of ignition source or ignited material,2020-10-24T22:43:16,Misuse of ignition source/material ignited,October,Saturday
2382447,1000,20 - Design/Construction/Installation/Maintenance Deficiency,2020-10-25T02:14:58,Design/Construction/Maintenance deficiency,October,Sunday
2382449,1000,44 - Unattended,2020-10-25T09:37:59,Misuse of ignition source/material ignited,October,Sunday
2382450,2500,45 - Improperly Discarded,2020-10-26T21:32:28,Misuse of ignition source/material ignited,October,Monday
2382452,200,45 - Improperly Discarded,2020-10-27T00:17:53,Misuse of ignition source/material ignited,October,Tuesday
2382456,2000,47 - Improper handling of ignition source or ignited material,2020-10-27T14:26:32,Misuse of ignition source/material ignited,October,Tuesday
2382458,7000,44 - Unattended,2020-10-28T17:04:40,Misuse of ignition source/material ignited,October,Wednesday
2382459,75000,51 - Mechanical Failure,2020-10-27T19:47:29,Mechanical/Electrical Failure,October,Tuesday
2382460,2500,51 - Mechanical Failure,2020-10-27T20:10:02,Mechanical/Electrical Failure,October,Tuesday
2382463,500,50 - Other misuse of ignition source/material ignited,2020-10-27T23:31:57,Misuse of ignition source/material ignitedl,October,Tuesday
2382465,10000,50 - Other misuse of ignition source/material ignited,2020-10-28T06:45:53,Misuse of ignition source/material ignitedl,October,Wednesday
2382468,1000,49 - Improper Storage,2020-10-28T14:15:04,Misuse of ignition source/material ignitedl,October,Wednesday
2382469,10000,44 - Unattended,2020-10-28T14:28:24,Misuse of ignition source/material ignited,October,Wednesday
2382487,300000,52 - Electrical Failure,2021-10-28T14:31:29,Mechanical/Electrical Failure,October,Thursday
2382492,30000,51 - Mechanical Failure,2021-10-29T00:56:11,Mechanical/Electrical Failure,October,Friday
2382493,75000,52 - Electrical Failure,2021-10-29T01:03:53,Mechanical/Electrical Failure,October,Friday
2382494,20000,44 - Unattended,2021-10-29T02:11:41,Misuse of ignition source/material ignited,October,Friday
2382495,10000,44 - Unattended,2021-10-29T05:03:52,Misuse of ignition source/material ignited,October,Friday
2382497,100000,52 - Electrical Failure,2020-11-09T11:29:34,Mechanical/Electrical Failure,November,Monday
2382498,1000,44 - Unattended,2020-11-09T08:13:49,Misuse of ignition source/material ignited,November,Monday
2382502,50000,52 - Electrical Failure,2020-11-09T17:09:51,Mechanical/Electrical Failure,November,Monday
2382503,5000,01 - Suspected Arson,2020-11-09T22:31:01,Intentional,November,Monday
2382510,10000,52 - Electrical Failure,2021-01-09T22:08:41,Mechanical/Electrical Failure,January,Saturday
2382514,3000,45 - Improperly Discarded,2021-01-09T06:08:14,Misuse of ignition source/material ignited,January,Saturday
2382515,800000,01 - Suspected Arson,2021-01-09T06:36:29,Intentional,January,Saturday
2382518,5,04 - Suspected Youth Vandalism (Ages 12 to 17),2021-01-09T20:10:59,Intentional,January,Saturday
2382519,2500,45 - Improperly Discarded,2021-01-09T21:26:58,Misuse of ignition source/material ignited,January,Saturday
2382526,10000,45 - Improperly Discarded,2020-11-02T11:20:57,Misuse of ignition source/material ignited,November,Monday
2382529,2000,45 - Improperly Discarded,2020-11-02T19:04:51,Misuse of ignition source/material ignited,November,Monday
2382532,10000,52 - Electrical Failure,2021-05-04T07:39:40,Mechanical/Electrical Failure,May,Tuesday
2382535,10000,47 - Improper handling of ignition source or ignited material,2020-11-02T21:01:25,Misuse of ignition source/material ignited,November,Monday
2382536,0,44 - Unattended,2020-11-02T21:16:31,Misuse of ignition source/material ignited,November,Monday
2382541,5000,45 - Improperly Discarded,2021-01-03T03:02:22,Misuse of ignition source/material ignited,January,Sunday
2382545,30000,44 - Unattended,2020-11-12T12:10:40,Misuse of ignition source/material ignited,November,Thursday
2382549,1000,45 - Improperly Discarded,2021-05-05T03:53:40,Misuse of ignition source/material ignited,May,Wednesday
2382552,5000,01 - Suspected Arson,2021-01-03T21:09:31,Intentional,January,Sunday
2382553,5000,51 - Mechanical Failure,2021-01-03T22:51:44,Mechanical/Electrical Failure,January,Sunday
2382555,1500000,01 - Suspected Arson,2020-11-12T20:01:24,Intentional,November,Thursday
2382556,5000,45 - Improperly Discarded,2020-11-12T21:52:47,Misuse of ignition source/material ignited,November,Thursday
2382557,12000,52 - Electrical Failure,2020-11-07T10:00:55,Mechanical/Electrical Failure,November,Saturday
2382562,15000,12 - Vehicle Accident/Collision,2020-11-07T16:41:26,Unintentional,November,Saturday
2382563,0,01 - Suspected Arson,2020-11-07T17:26:52,Intentional,November,Saturday
2382567,500,03 - Suspected Vandalism,2020-11-08T04:52:43,Intentional,November,Sunday
2382569,500,45 - Improperly Discarded,2020-11-08T10:32:52,Misuse of ignition source/material ignited,November,Sunday
2382570,0,01 - Suspected Arson,2020-11-08T10:36:48,Intentional,November,Sunday
2382581,25000,990 - Under Investigation,2020-11-25T08:13:15,NA,November,Wednesday
2382583,5000,20 - Design/Construction/Installation/Maintenance Deficiency,2020-11-25T10:07:11,Design/Construction/Maintenance deficiency,November,Wednesday
2382584,5000,52 - Electrical Failure,2020-11-25T12:43:35,Mechanical/Electrical Failure,November,Wednesday
2382585,25000,44 - Unattended,2020-11-25T16:55:34,Misuse of ignition source/material ignited,November,Wednesday
2382586,100000,52 - Electrical Failure,2020-11-25T18:51:58,Mechanical/Electrical Failure,November,Wednesday
2382587,5000,52 - Electrical Failure,2020-11-25T20:50:48,Mechanical/Electrical Failure,November,Wednesday
2382591,10000,52 - Electrical Failure,2020-11-28T19:55:35,Mechanical/Electrical Failure,November,Saturday
2382592,0,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-11-28T22:38:23,Design/Construction/Maintenance deficiency,November,Saturday
2382600,1500,52 - Electrical Failure,2020-11-29T15:27:33,Mechanical/Electrical Failure,November,Sunday
2382601,500,47 - Improper handling of ignition source or ignited material,2020-11-29T17:24:39,Misuse of ignition source/material ignited,November,Sunday
2382609,20000,52 - Electrical Failure,2021-11-27T11:18:38,Mechanical/Electrical Failure,November,Saturday
2382612,100000,47 - Improper handling of ignition source or ignited material,2021-11-27T16:23:20,Misuse of ignition source/material ignited,November,Saturday
2382613,80000,01 - Suspected Arson,2021-02-23T23:46:10,Intentional,February,Tuesday
2382614,40000,01 - Suspected Arson,2021-02-23T23:53:10,Intentional,February,Tuesday
2382615,0,45 - Improperly Discarded,2021-11-27T17:43:08,Misuse of ignition source/material ignited,November,Saturday
2382617,800,45 - Improperly Discarded,2020-12-23T06:23:06,Misuse of ignition source/material ignited,December,Wednesday
2382621,1000000,52 - Electrical Failure,2020-11-23T01:31:58,Mechanical/Electrical Failure,November,Monday
2382623,0,20 - Design/Construction/Installation/Maintenance Deficiency,2020-11-13T13:17:14,Design/Construction/Maintenance deficiency,November,Friday
2382625,100,45 - Improperly Discarded,2020-11-13T18:35:33,Misuse of ignition source/material ignited,November,Friday
2382628,1500,01 - Suspected Arson,2020-11-14T09:01:30,Intentional,November,Saturday
2382629,50000,52 - Electrical Failure,2020-11-14T09:15:00,Mechanical/Electrical Failure,November,Saturday
2382637,25000,47 - Improper handling of ignition source or ignited material,2020-11-14T13:39:44,Misuse of ignition source/material ignited,November,Saturday
2382642,25000,46 - Used or Placed too close to combustibles,2020-11-14T19:36:13,Misuse of ignition source/material ignited,November,Saturday
2382646,1000,45 - Improperly Discarded,2020-11-14T21:56:16,Misuse of ignition source/material ignited,November,Saturday
2382653,25000,50 - Other misuse of ignition source/material ignited,2020-11-15T13:53:23,Misuse of ignition source/material ignitedl,November,Sunday
2382654,0,50 - Other misuse of ignition source/material ignited,2020-11-15T15:09:14,Misuse of ignition source/material ignitedl,November,Sunday
2382656,1000,44 - Unattended,2020-11-15T22:01:16,Misuse of ignition source/material ignited,November,Sunday
2382657,5000,51 - Mechanical Failure,2020-11-15T17:45:43,Mechanical/Electrical Failure,November,Sunday
2382659,10000,45 - Improperly Discarded,2020-11-15T23:17:59,Misuse of ignition source/material ignited,November,Sunday
2382662,0,51 - Mechanical Failure,2021-11-28T06:58:36,Mechanical/Electrical Failure,November,Sunday
2382663,45000,51 - Mechanical Failure,2020-11-26T10:22:55,Mechanical/Electrical Failure,November,Thursday
2382665,1000,50 - Other misuse of ignition source/material ignited,2020-11-26T12:06:57,Misuse of ignition source/material ignitedl,November,Thursday
2382667,20000,47 - Improper handling of ignition source or ignited material,2020-11-26T18:26:55,Misuse of ignition source/material ignited,November,Thursday
2382668,0,03 - Suspected Vandalism,2020-11-27T03:33:22,Intentional,November,Friday
2382669,20000,44 - Unattended,2020-11-27T04:22:56,Misuse of ignition source/material ignited,November,Friday
2382671,75000,44 - Unattended,2020-11-27T05:23:29,Misuse of ignition source/material ignited,November,Friday
2382673,800,51 - Mechanical Failure,2020-11-16T13:27:27,Mechanical/Electrical Failure,November,Monday
2382675,8000,45 - Improperly Discarded,2020-11-16T16:29:24,Misuse of ignition source/material ignited,November,Monday
2382676,30000,51 - Mechanical Failure,2020-11-16T19:15:49,Mechanical/Electrical Failure,November,Monday
2382679,10000,52 - Electrical Failure,2020-11-16T23:05:19,Mechanical/Electrical Failure,November,Monday
2382682,1000000,990 - Under Investigation,2020-11-16T02:15:11,NA,November,Monday
2382688,2000,20 - Design/Construction/Installation/Maintenance Deficiency,2020-11-17T16:57:33,Design/Construction/Maintenance deficiency,November,Tuesday
2382693,0,45 - Improperly Discarded,2020-12-17T12:26:02,Misuse of ignition source/material ignited,December,Thursday
2382695,5000,73 - Natural Cause,2020-12-18T04:30:42,Other,December,Friday
2382699,500,45 - Improperly Discarded,2020-11-18T14:18:12,Misuse of ignition source/material ignited,November,Wednesday
2382700,8000,50 - Other misuse of ignition source/material ignited,2020-11-18T17:17:40,Misuse of ignition source/material ignitedl,November,Wednesday
2382701,0,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-11-19T04:20:47,Design/Construction/Maintenance deficiency,November,Thursday
2382702,100,49 - Improper Storage,2020-11-19T05:03:25,Misuse of ignition source/material ignitedl,November,Thursday
2382707,500,47 - Improper handling of ignition source or ignited material,2021-06-16T15:37:16,Misuse of ignition source/material ignited,June,Wednesday
2382711,0,45 - Improperly Discarded,2020-11-19T14:23:21,Misuse of ignition source/material ignited,November,Thursday
2382731,7000,52 - Electrical Failure,2020-11-20T00:42:29,Mechanical/Electrical Failure,November,Friday
2382734,250000,49 - Improper Storage,2021-11-03T07:28:32,Misuse of ignition source/material ignitedl,November,Wednesday
2382735,1000,01 - Suspected Arson,2021-02-04T09:46:05,Intentional,February,Thursday
2382737,20000,20 - Design/Construction/Installation/Maintenance Deficiency,2021-01-28T10:42:09,Design/Construction/Maintenance deficiency,January,Thursday
2382739,2000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-02-02T14:15:39,Design/Construction/Maintenance deficiency,February,Tuesday
2382740,50000,52 - Electrical Failure,2021-02-02T22:07:30,Mechanical/Electrical Failure,February,Tuesday
2382745,5000,52 - Electrical Failure,2021-01-28T22:20:34,Mechanical/Electrical Failure,January,Thursday
2382747,2500,45 - Improperly Discarded,2021-02-02T13:01:53,Misuse of ignition source/material ignited,February,Tuesday
2382753,10000,44 - Unattended,2021-02-02T16:19:05,Misuse of ignition source/material ignited,February,Tuesday
2382755,10000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-01-31T06:21:18,Design/Construction/Maintenance deficiency,January,Sunday
2382758,10000,52 - Electrical Failure,2021-01-27T07:07:14,Mechanical/Electrical Failure,January,Wednesday
2382760,6000,45 - Improperly Discarded,2021-01-27T12:28:11,Misuse of ignition source/material ignited,January,Wednesday
2382761,1000,44 - Unattended,2021-01-27T13:40:20,Misuse of ignition source/material ignited,January,Wednesday
2382764,600,45 - Improperly Discarded,2021-01-27T15:00:52,Misuse of ignition source/material ignited,January,Wednesday
2382770,10000,52 - Electrical Failure,2021-02-03T15:32:50,Mechanical/Electrical Failure,February,Wednesday
2382771,10,45 - Improperly Discarded,2021-02-03T21:20:37,Misuse of ignition source/material ignited,February,Wednesday
2382777,0,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-01-31T19:18:40,Design/Construction/Maintenance deficiency,January,Sunday
2382778,2000,49 - Improper Storage,2021-02-01T10:04:35,Misuse of ignition source/material ignitedl,February,Monday
2382781,300,47 - Improper handling of ignition source or ignited material,2021-01-31T16:17:51,Misuse of ignition source/material ignited,January,Sunday
2382782,0,50 - Other misuse of ignition source/material ignited,2021-01-31T19:26:34,Misuse of ignition source/material ignitedl,January,Sunday
2382783,0,01 - Suspected Arson,2021-01-31T22:09:16,Intentional,January,Sunday
2382784,750000,52 - Electrical Failure,2021-01-29T04:35:35,Mechanical/Electrical Failure,January,Friday
2382786,10000,52 - Electrical Failure,2021-02-01T13:55:02,Mechanical/Electrical Failure,February,Monday
2382791,2000,12 - Vehicle Accident/Collision,2021-01-29T14:53:03,Unintentional,January,Friday
2382795,100,03 - Suspected Vandalism,2021-01-30T10:40:21,Intentional,January,Saturday
2382796,60000,52 - Electrical Failure,2021-01-30T10:58:52,Mechanical/Electrical Failure,January,Saturday
2382797,40,01 - Suspected Arson,2021-01-30T11:10:51,Intentional,January,Saturday
2382798,10000,50 - Other misuse of ignition source/material ignited,2021-01-30T14:38:15,Misuse of ignition source/material ignitedl,January,Saturday
2382799,2500,44 - Unattended,2021-02-01T16:59:40,Misuse of ignition source/material ignited,February,Monday
2382800,150,52 - Electrical Failure,2021-02-01T20:48:52,Mechanical/Electrical Failure,February,Monday
2382802,0,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-02-01T22:37:23,Design/Construction/Maintenance deficiency,February,Monday
2382804,0,47 - Improper handling of ignition source or ignited material,2021-02-02T02:19:11,Misuse of ignition source/material ignited,February,Tuesday
2382806,0,50 - Other misuse of ignition source/material ignited,2021-03-31T16:28:14,Misuse of ignition source/material ignitedl,March,Wednesday
2382811,3000,51 - Mechanical Failure,2021-03-31T19:48:19,Mechanical/Electrical Failure,March,Wednesday
2382812,150000,44 - Unattended,2021-03-31T20:50:08,Misuse of ignition source/material ignited,March,Wednesday
2382817,0,52 - Electrical Failure,2021-12-08T14:25:12,Mechanical/Electrical Failure,December,Wednesday
2382818,100000,47 - Improper handling of ignition source or ignited material,2021-02-05T08:06:18,Misuse of ignition source/material ignited,February,Friday
2382820,75000,20 - Design/Construction/Installation/Maintenance Deficiency,2021-02-05T15:54:58,Design/Construction/Maintenance deficiency,February,Friday
2382822,15000,52 - Electrical Failure,2021-12-08T20:27:00,Mechanical/Electrical Failure,December,Wednesday
2382825,200000,01 - Suspected Arson,2021-06-04T04:35:07,Intentional,June,Friday
2382827,0,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-07-26T07:02:03,Design/Construction/Maintenance deficiency,July,Monday
2382830,2000,52 - Electrical Failure,2021-07-25T13:51:40,Mechanical/Electrical Failure,July,Sunday
2382833,100,01 - Suspected Arson,2021-06-05T22:28:32,Intentional,June,Saturday
2382834,0,44 - Unattended,2021-07-26T02:11:02,Misuse of ignition source/material ignited,July,Monday
2382835,1000,01 - Suspected Arson,2021-07-26T03:26:59,Intentional,July,Monday
2382846,100,47 - Improper handling of ignition source or ignited material,2021-05-10T20:01:30,Misuse of ignition source/material ignited,May,Monday
2382847,3000,45 - Improperly Discarded,2021-05-10T21:42:36,Misuse of ignition source/material ignited,May,Monday
2382849,1500,52 - Electrical Failure,2021-05-11T15:50:17,Mechanical/Electrical Failure,May,Tuesday
2382851,5000,52 - Electrical Failure,2021-05-11T23:10:10,Mechanical/Electrical Failure,May,Tuesday
2382855,5000,45 - Improperly Discarded,2021-05-11T21:53:30,Misuse of ignition source/material ignited,May,Tuesday
2382859,250000,52 - Electrical Failure,2021-05-12T10:39:07,Mechanical/Electrical Failure,May,Wednesday
2382861,25000,45 - Improperly Discarded,2021-05-12T17:10:58,Misuse of ignition source/material ignited,May,Wednesday
2382866,2000,44 - Unattended,2021-05-12T20:12:15,Misuse of ignition source/material ignited,May,Wednesday
2382871,100000,46 - Used or Placed too close to combustibles,2021-05-13T03:25:55,Misuse of ignition source/material ignited,May,Thursday
2382872,10,45 - Improperly Discarded,2021-05-13T05:29:16,Misuse of ignition source/material ignited,May,Thursday
2382873,100000,52 - Electrical Failure,2021-05-13T05:32:08,Mechanical/Electrical Failure,May,Thursday
2382887,50000,01 - Suspected Arson,2021-05-14T04:46:24,Intentional,May,Friday
2382911,2500,45 - Improperly Discarded,2021-05-15T12:57:33,Misuse of ignition source/material ignited,May,Saturday
2382913,50000,44 - Unattended,2021-05-15T14:52:58,Misuse of ignition source/material ignited,May,Saturday
2382915,3000,51 - Mechanical Failure,2021-05-15T16:07:54,Mechanical/Electrical Failure,May,Saturday
2382917,15000,52 - Electrical Failure,2021-05-15T17:27:30,Mechanical/Electrical Failure,May,Saturday
2382922,900,20 - Design/Construction/Installation/Maintenance Deficiency,2021-05-16T13:17:43,Design/Construction/Maintenance deficiency,May,Sunday
2382923,2000000,45 - Improperly Discarded,2021-05-16T14:28:48,Misuse of ignition source/material ignited,May,Sunday
2382925,100000,45 - Improperly Discarded,2021-11-08T04:25:17,Misuse of ignition source/material ignited,November,Monday
2382931,60000,44 - Unattended,2021-07-02T19:25:57,Misuse of ignition source/material ignited,July,Friday
2382932,150000,52 - Electrical Failure,2021-07-09T17:08:41,Mechanical/Electrical Failure,July,Friday
2382935,5000,51 - Mechanical Failure,2021-07-10T05:56:19,Mechanical/Electrical Failure,July,Saturday
2382936,70000,12 - Vehicle Accident/Collision,2021-07-02T09:03:57,Unintentional,July,Friday
2382940,1000,52 - Electrical Failure,2021-07-02T17:33:39,Mechanical/Electrical Failure,July,Friday
2382941,50000,52 - Electrical Failure,2021-07-03T03:15:47,Mechanical/Electrical Failure,July,Saturday
2382943,50000,52 - Electrical Failure,2021-08-14T16:45:20,Mechanical/Electrical Failure,August,Saturday
2382948,0,46 - Used or Placed too close to combustibles,2021-08-14T21:47:20,Misuse of ignition source/material ignited,August,Saturday
2382949,10000,01 - Suspected Arson,2021-08-15T06:34:06,Intentional,August,Sunday
2382950,3000,52 - Electrical Failure,2021-07-11T13:21:25,Mechanical/Electrical Failure,July,Sunday
2382951,200000,52 - Electrical Failure,2021-07-11T19:30:47,Mechanical/Electrical Failure,July,Sunday
2382953,40000,51 - Mechanical Failure,2021-07-11T21:57:20,Mechanical/Electrical Failure,July,Sunday
2382956,2500,52 - Electrical Failure,2021-07-03T10:52:07,Mechanical/Electrical Failure,July,Saturday
2382960,500,47 - Improper handling of ignition source or ignited material,2021-07-03T15:05:51,Misuse of ignition source/material ignited,July,Saturday
2382962,500,47 - Improper handling of ignition source or ignited material,2021-07-03T23:01:08,Misuse of ignition source/material ignited,July,Saturday
2382964,100000,01 - Suspected Arson,2021-07-04T01:44:22,Intentional,July,Sunday
2382965,2000,46 - Used or Placed too close to combustibles,2021-07-04T04:01:20,Misuse of ignition source/material ignited,July,Sunday
2382970,50000,47 - Improper handling of ignition source or ignited material,2021-07-04T13:47:55,Misuse of ignition source/material ignited,July,Sunday
2382975,500,45 - Improperly Discarded,2021-07-04T20:21:31,Misuse of ignition source/material ignited,July,Sunday
2382980,400,45 - Improperly Discarded,2021-08-16T10:44:22,Misuse of ignition source/material ignited,August,Monday
2382981,0,45 - Improperly Discarded,2021-08-16T10:56:41,Misuse of ignition source/material ignited,August,Monday
2382986,0,44 - Unattended,2021-08-17T04:19:20,Misuse of ignition source/material ignited,August,Tuesday
2382988,1000,45 - Improperly Discarded,2021-08-17T07:11:18,Misuse of ignition source/material ignited,August,Tuesday
2382990,70000,45 - Improperly Discarded,2021-08-23T09:46:41,Misuse of ignition source/material ignited,August,Monday
2382994,6000,51 - Mechanical Failure,2021-07-05T13:56:07,Mechanical/Electrical Failure,July,Monday
2382995,20000,12 - Vehicle Accident/Collision,2021-07-05T20:56:43,Unintentional,July,Monday
2382998,100,45 - Improperly Discarded,2021-07-27T09:25:44,Misuse of ignition source/material ignited,July,Tuesday
2382999,2000,52 - Electrical Failure,2021-07-27T11:17:40,Mechanical/Electrical Failure,July,Tuesday
2383006,100,52 - Electrical Failure,2021-07-27T19:31:41,Mechanical/Electrical Failure,July,Tuesday
2383011,40000,52 - Electrical Failure,2021-07-19T18:16:12,Mechanical/Electrical Failure,July,Monday
2383012,200,52 - Electrical Failure,2021-07-06T09:54:43,Mechanical/Electrical Failure,July,Tuesday
2383013,10000,52 - Electrical Failure,2021-07-06T11:15:45,Mechanical/Electrical Failure,July,Tuesday
2383015,100000,52 - Electrical Failure,2021-07-06T17:20:27,Mechanical/Electrical Failure,July,Tuesday
2383017,10000,52 - Electrical Failure,2021-07-06T16:40:05,Mechanical/Electrical Failure,July,Tuesday
2383019,40000,01 - Suspected Arson,2021-07-07T03:17:38,Intentional,July,Wednesday
2383021,750000,45 - Improperly Discarded,2021-07-07T14:14:26,Misuse of ignition source/material ignited,July,Wednesday
2383023,1500,47 - Improper handling of ignition source or ignited material,2021-01-20T16:05:40,Misuse of ignition source/material ignited,January,Wednesday
2383024,100,20 - Design/Construction/Installation/Maintenance Deficiency,2021-01-20T18:20:25,Design/Construction/Maintenance deficiency,January,Wednesday
2383028,1500,47 - Improper handling of ignition source or ignited material,2021-01-21T10:51:21,Misuse of ignition source/material ignited,January,Thursday
2383029,1000,47 - Improper handling of ignition source or ignited material,2021-01-21T13:11:24,Misuse of ignition source/material ignited,January,Thursday
2383036,50000,45 - Improperly Discarded,2021-01-21T17:42:53,Misuse of ignition source/material ignited,January,Thursday
2383037,50000,01 - Suspected Arson,2021-01-22T02:01:05,Intentional,January,Friday
2383038,200000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-03-04T15:21:43,Design/Construction/Maintenance deficiency,March,Thursday
2383043,300000,45 - Improperly Discarded,2021-03-04T04:07:53,Misuse of ignition source/material ignited,March,Thursday
2383045,100000,01 - Suspected Arson,2021-01-22T07:55:10,Intentional,January,Friday
2383052,5000,47 - Improper handling of ignition source or ignited material,2021-01-22T20:42:13,Misuse of ignition source/material ignited,January,Friday
2383053,50000,52 - Electrical Failure,2021-01-22T21:00:26,Mechanical/Electrical Failure,January,Friday
2383055,3000,01 - Suspected Arson,2021-01-22T23:56:06,Intentional,January,Friday
2383056,50000,01 - Suspected Arson,2021-01-23T07:10:16,Intentional,January,Saturday
2383057,2500,47 - Improper handling of ignition source or ignited material,2021-01-23T11:19:11,Misuse of ignition source/material ignited,January,Saturday
2383058,20000,47 - Improper handling of ignition source or ignited material,2021-01-23T11:42:01,Misuse of ignition source/material ignited,January,Saturday
2383060,1000,51 - Mechanical Failure,2021-01-23T14:16:19,Mechanical/Electrical Failure,January,Saturday
2383061,10000,12 - Vehicle Accident/Collision,2021-01-23T15:51:42,Unintentional,January,Saturday
2383062,10000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-01-23T16:34:10,Design/Construction/Maintenance deficiency,January,Saturday
2383068,0,44 - Unattended,2021-01-24T12:08:32,Misuse of ignition source/material ignited,January,Sunday
2383071,100000,46 - Used or Placed too close to combustibles,2021-01-24T19:55:05,Misuse of ignition source/material ignited,January,Sunday
2383072,20000,52 - Electrical Failure,2021-01-24T21:12:07,Mechanical/Electrical Failure,January,Sunday
2383073,25000,52 - Electrical Failure,2021-01-25T00:04:14,Mechanical/Electrical Failure,January,Monday
2383074,1000,47 - Improper handling of ignition source or ignited material,2021-01-25T02:28:09,Misuse of ignition source/material ignited,January,Monday
2383075,100,20 - Design/Construction/Installation/Maintenance Deficiency,2021-01-28T14:38:41,Design/Construction/Maintenance deficiency,January,Thursday
2383079,8000,44 - Unattended,2021-02-06T14:26:02,Misuse of ignition source/material ignited,February,Saturday
2383084,1000,51 - Mechanical Failure,2021-02-06T21:47:26,Mechanical/Electrical Failure,February,Saturday
2383085,100,01 - Suspected Arson,2021-02-07T00:10:10,Intentional,February,Sunday
2383087,80000,01 - Suspected Arson,2021-02-07T00:28:02,Intentional,February,Sunday
2383089,0,01 - Suspected Arson,2021-02-07T02:18:03,Intentional,February,Sunday
2383095,1,72 - Rekindle,2021-02-07T23:32:53,Other,February,Sunday
2383097,0,44 - Unattended,2021-02-08T01:26:02,Misuse of ignition source/material ignited,February,Monday
2383098,20000,52 - Electrical Failure,2021-01-26T18:03:17,Mechanical/Electrical Failure,January,Tuesday
2383099,500,45 - Improperly Discarded,2021-01-26T09:20:18,Misuse of ignition source/material ignited,January,Tuesday
2383101,5000,52 - Electrical Failure,2021-01-25T18:54:53,Mechanical/Electrical Failure,January,Monday
2383102,25000,52 - Electrical Failure,2021-01-25T20:56:03,Mechanical/Electrical Failure,January,Monday
2383103,10000,52 - Electrical Failure,2021-01-26T13:42:08,Mechanical/Electrical Failure,January,Tuesday
2383105,100,20 - Design/Construction/Installation/Maintenance Deficiency,2021-01-26T19:13:53,Design/Construction/Maintenance deficiency,January,Tuesday
2383107,30000,45 - Improperly Discarded,2021-01-27T02:06:01,Misuse of ignition source/material ignited,January,Wednesday
2383108,500,47 - Improper handling of ignition source or ignited material,2021-01-30T18:40:57,Misuse of ignition source/material ignited,January,Saturday
2383109,10000,52 - Electrical Failure,2021-02-08T07:46:11,Mechanical/Electrical Failure,February,Monday
2383118,0,01 - Suspected Arson,2021-07-23T04:34:56,Intentional,July,Friday
2383123,95000,52 - Electrical Failure,2021-07-24T15:57:46,Mechanical/Electrical Failure,July,Saturday
2383124,30000,51 - Mechanical Failure,2021-07-24T16:04:14,Mechanical/Electrical Failure,July,Saturday
2383126,0,47 - Improper handling of ignition source or ignited material,2021-07-24T18:23:06,Misuse of ignition source/material ignited,July,Saturday
2383127,30,46 - Used or Placed too close to combustibles,2021-07-24T19:44:08,Misuse of ignition source/material ignited,July,Saturday
2383128,100,45 - Improperly Discarded,2021-07-24T19:47:24,Misuse of ignition source/material ignited,July,Saturday
2383129,500,47 - Improper handling of ignition source or ignited material,2021-11-05T11:29:03,Misuse of ignition source/material ignited,November,Friday
2383130,50000,01 - Suspected Arson,2021-11-05T20:53:38,Intentional,November,Friday
